gp,postcode,nhs_url
Harbour Medical Practice,CT20 1JY,https://www.nhs.uk/services/gp-surgery/harbour-medical-practice/G82217
Dr N A Kuchhai & Dr B S Saheecha,RM3 7HR,https://www.nhs.uk/services/gp-surgery/dr-n-a-kuchhai-and-dr-b-s-saheecha/F82014001
Victor Street Surgery,SO15 5SY,https://www.nhs.uk/services/gp-surgery/victor-street-surgery/J82022
Raymond Road Surgery,SO15 5AL,https://www.nhs.uk/services/gp-surgery/raymond-road-surgery/J82126
Walnut Tree Surgery,SO15 2HQ,https://www.nhs.uk/services/gp-surgery/walnut-tree-surgery/J82605
Nicholstown Surgery,SO14 0YG,https://www.nhs.uk/services/gp-surgery/nicholstown-surgery/J82024001
Issa Medical Centre - Patel,PR1 6YA,https://www.nhs.uk/services/gp-surgery/issa-medical-centre-patel/P81196
Bromley Meadows Surgery,BL7 9RG,https://www.nhs.uk/services/gp-surgery/bromley-meadows-surgery/P82643
Edgworth Medical Centre,BL7 9RG,https://www.nhs.uk/services/gp-surgery/edgworth-medical-centre/P82034
Siam Surgery,CO10 2DZ,https://www.nhs.uk/services/gp-surgery/siam-surgery/D83075
The Long Melford Practice,CO10 9EP,https://www.nhs.uk/services/gp-surgery/the-long-melford-practice/D83014
Great Cornard Surgery,CO10 0DH,https://www.nhs.uk/services/gp-surgery/great-cornard-surgery/D83060004
The Millwood Partnership,NR31 8HS,https://www.nhs.uk/services/gp-surgery/the-millwood-partnership/D82019
Hemsby Medical Centre,NR29 4EW,https://www.nhs.uk/services/gp-surgery/hemsby-medical-centre/D82058001
Caister Health Centre (a branch of East Norfolk Medical Prac,NR30 5AQ,https://www.nhs.uk/services/gp-surgery/caister-health-centre-a-branch-of-east-norfolk-medical-prac/D82007001
Padiham Group Practice,BB12 8BP,https://www.nhs.uk/services/gp-surgery/padiham-group-practice/P81130
Westbank Practice,EX6 8DF,https://www.nhs.uk/services/gp-surgery/westbank-practice-exminster-surgery/L83041001
Westbank Practice - Exminster Surgery,EX6 8DF,https://www.nhs.uk/services/gp-surgery/westbank-practice-exminster-surgery/L83041001
Treetops Surgery,EX8 4SW,https://www.nhs.uk/services/gp-surgery/treetops-surgery/L83053001
Ide Lane Surgery,EX2 8UP,https://www.nhs.uk/services/gp-surgery/ide-lane-surgery/L83079
Shirley Avenue And Cheviot Road Practice,SO15 5RP,https://www.nhs.uk/services/gp-surgery/shirley-avenue-and-cheviot-road-practice/J82062001
Hardwicke House Group Practice,CO10 2AY,https://www.nhs.uk/services/gp-surgery/hardwicke-house-group-practice/D83060
Meadow Lane Surgery,CO10 2TD,https://www.nhs.uk/services/gp-surgery/meadow-lane-surgery/D83060003
The Long Melford Practice (Lavenham),CO10 9SA,https://www.nhs.uk/services/gp-surgery/the-long-melford-practice-lavenham/D83014001
Glemsford Surgery,CO10 7RF,https://www.nhs.uk/services/gp-surgery/glemsford-surgery/D83064
The Mill Surgery,CO10 5DU,https://www.nhs.uk/services/gp-surgery/the-mill-surgery/D83037001
North Caister Medical Centre ,NR30 5NE,https://www.nhs.uk/services/gp-surgery/north-caister-medical-centre/D82058003
Nelson Medical Centre,NR31 0DW,https://www.nhs.uk/services/gp-surgery/nelson-medical-centre/Y06275
East Norfolk Medical Practice,NR30 1QP,https://www.nhs.uk/services/gp-surgery/east-norfolk-medical-practice/D82007
The Lighthouse Medical Centre (a branch of East Norfolk Medical Practice),NR30 2PT,https://www.nhs.uk/services/gp-surgery/the-lighthouse-medical-centre-a-branch-of-east-norfolk-medical-practice/D82007002
Hoveton & Wroxham Medical Centre,NR12 8DU,https://www.nhs.uk/services/gp-surgery/hoveton-and-wroxham-medical-centre/D82025
TOPSHAM SURGERY,EX3 0EN,https://www.nhs.uk/services/gp-surgery/topsham-surgery/L83036
Glasshouse Medical Centre,EX2 7BT,https://www.nhs.uk/services/gp-surgery/glasshouse-medical-centre/L83036001
Topsham Surgery at Sclns,EX2 6HA,https://www.nhs.uk/services/gp-surgery/topsham-surgery-at-sclns/L83036002
St Thomas Medical Group,EX4 1HJ,https://www.nhs.uk/services/gp-surgery/st-thomas-medical-group/L83016
Woodbury Surgery,EX5 1NZ,https://www.nhs.uk/services/gp-surgery/woodbury-surgery/L83116
South Hermitage Surgery,SY3 7JS,https://www.nhs.uk/services/gp-surgery/south-hermitage-surgery/M82060
Radbrook Green Surgery,SY3 6DU,https://www.nhs.uk/services/gp-surgery/radbrook-green-surgery/M82016
Belvidere Medical Pract.,SY2 5LS,https://www.nhs.uk/services/gp-surgery/belvidere-medical-pract/M82048
Dudley Wood Surgery,DY2 0EF,https://www.nhs.uk/services/gp-surgery/dudley-wood-surgery/Y02212
Hawne Lane Surgery (Dr Thorns),B63 3RN,https://www.nhs.uk/services/gp-surgery/hawne-lane-surgery-dr-thorns/M87020001
Haden Vale Surgery,B64 7HG,https://www.nhs.uk/services/gp-surgery/haden-vale-surgery/M88043
Elm Hayes Surgery,BS39 7SF,https://www.nhs.uk/services/gp-surgery/elm-hayes-surgery/L81059
Hillcrest Surgery,BA2 8JQ,https://www.nhs.uk/services/gp-surgery/hillcrest-surgery/L81123
Crossways Surgery,DT2 8TU,https://www.nhs.uk/services/gp-surgery/crossways-surgery/J81068001
Church Square Surgery,CO8 5BS,https://www.nhs.uk/services/gp-surgery/church-square-surgery/D83060002
Bildeston Health Centre,IP7 7EX,https://www.nhs.uk/services/gp-surgery/bildeston-health-centre/D83006
Falkland Surgery,NR31 8RW,https://www.nhs.uk/services/gp-surgery/falkland-surgery/D82019001
The Park Surgery,NR30 2HW,https://www.nhs.uk/services/gp-surgery/the-park-surgery/D82067
Priorslee Surgery,TF2 9SW,https://www.nhs.uk/services/gp-surgery/priorslee-surgery/M82057001
Charlton Medical Practice,TF2 6AQ,https://www.nhs.uk/services/gp-surgery/charlton-medical-practice/M82007
Pensnett Assessment Centre,DY5 4DS,https://www.nhs.uk/services/gp-surgery/pensnett-assessment-centre/S2R3O
Stourside Medical Practice,B63 3HN,https://www.nhs.uk/services/gp-surgery/stourside-medical-practice/Y01756
Polden Medical Practice,TA7 9HA,https://www.nhs.uk/services/gp-surgery/polden-medical-practice/L85024
Cameley Surgery,BS39 5BW,https://www.nhs.uk/services/gp-surgery/cameley-surgery/L81030001
St. Mary's Surgery,BA2 0HX,https://www.nhs.uk/services/gp-surgery/st-mary-s-surgery/L81122
The Meadows Surgery,TA19 9FE,https://www.nhs.uk/services/gp-surgery/the-meadows-surgery/L85061
Summervale Surgery,TA19 9FE,https://www.nhs.uk/services/gp-surgery/summervale-surgery/L85054
Your Health Partnership - Mace Street Clinic,B64 6HP,https://www.nhs.uk/services/gp-surgery/your-health-partnership-mace-street-clinic/M88004004
Woodland Road Surgery,B31 2HZ,https://www.nhs.uk/services/gp-surgery/woodland-road-surgery/M85047
St Heliers Medical Practice,B31 1QT,https://www.nhs.uk/services/gp-surgery/st-heliers-medical-practice/M85030
Druids Heath Surgery,B14 5SB,https://www.nhs.uk/services/gp-surgery/druids-heath-surgery/M85136
Wychall Lane Surgery,B38 8TE,https://www.nhs.uk/services/gp-surgery/wychall-lane-surgery/M85071
Bratton Surgery,BA13 4RR,https://www.nhs.uk/services/gp-surgery/bratton-surgery/J83040001
The Cranborne Practice,BH21 5QE,https://www.nhs.uk/services/gp-surgery/the-cranborne-practice/J81058
Broadmeadow Health Centre (MMP South),B30 3QT,https://www.nhs.uk/services/gp-surgery/broadmeadow-health-centre-mmp-south/M85063005
Keynell Covert,B30 3QT,https://www.nhs.uk/services/gp-surgery/keynell-covert/M85142
Greendale Primary Care Centre,NG3 7DQ,https://www.nhs.uk/services/gp-surgery/greendale-primary-care-centre/C84063
Priory Medical Centre,CV34 4NA,https://www.nhs.uk/services/gp-surgery/priory-medical-centre/M84028
Spinney Hill Medical Centre,LE5 3HX,https://www.nhs.uk/services/gp-surgery/spinney-hill-medical-centre/C82024
Forest Edge Medical Centre,LE11 4PQ,https://www.nhs.uk/services/gp-surgery/forest-edge-medical-centre/C82041002
Meadows Health Centre (Larner),NG2 2JG,https://www.nhs.uk/services/gp-surgery/meadows-health-centre-larner/C84144
Bridgeway Practice,NG2 2JG,https://www.nhs.uk/services/gp-surgery/bridgeway-practice/C84092
Little Thatch,CV35 0HN,https://www.nhs.uk/services/gp-surgery/little-thatch/M84030001
The Meadows Medical Practice,SY7 8HZ,https://www.nhs.uk/services/gp-surgery/the-meadows-medical-practice/M82620
Warstones Surgery,WV4 4PS,https://www.nhs.uk/services/gp-surgery/warstones-surgery/J1Y1N
Gravel Hill Surgery,WV5 9HA,https://www.nhs.uk/services/gp-surgery/gravel-hill-surgery/M83018
"York Medical Group, Water Lane",YO30 6PS,https://www.nhs.uk/services/gp-surgery/york-medical-group-water-lane/B82083006
Rawcliffe Surgery,YO30 6ND,https://www.nhs.uk/services/gp-surgery/rawcliffe-surgery/B82005003
"Haxby Group Practice, The Old Forge Surgery",YO26 6EQ,https://www.nhs.uk/services/gp-surgery/haxby-group-practice-the-old-forge-surgery/B82026005
Nightingale Valley Practice,BS4 4HU,https://www.nhs.uk/services/gp-surgery/nightingale-valley-practice/L81033
Birchwood Medical Practice,BS4 4HU,https://www.nhs.uk/services/gp-surgery/birchwood-medical-practice/L81120
Severn Way Surgery,BS31 2NU,https://www.nhs.uk/services/gp-surgery/severn-way-surgery/L81073001
Rydal,IG8 9QJ,https://www.nhs.uk/services/gp-surgery/rydal/F86012
Grove Surgery,RM6 4YU,https://www.nhs.uk/services/gp-surgery/grove-surgery/Y00155
Larkshall Medical Centre,E4 7HS,https://www.nhs.uk/services/gp-surgery/larkshall-medical-centre/F86664
East Park Medical Centre (RP Pandya),LE5 5FD,https://www.nhs.uk/services/gp-surgery/east-park-medical-centre-rp-pandya/C82037
Heron GP Practice,LE1 2NZ,https://www.nhs.uk/services/gp-surgery/heron-gp-practice/Y02469001
Westdale Lane Surgery,NG4 3JA,https://www.nhs.uk/services/gp-surgery/westdale-lane-surgery/C84033
The Windmill Practice,NG2 4PJ,https://www.nhs.uk/services/gp-surgery/the-windmill-practice/C84683
Westbury Medical Centre,SY5 9QX,https://www.nhs.uk/services/gp-surgery/westbury-medical-centre/M82013
Tettenhall Medical Practice,WV6 9LL,https://www.nhs.uk/services/gp-surgery/tettenhall-medical-practice/M92010
Shifnal & Priorslee Medical Practice,TF11 8JE,https://www.nhs.uk/services/gp-surgery/shifnal-and-priorslee-medical-practice/M82038001
Newbridge Surgery,WV6 0DE,https://www.nhs.uk/services/gp-surgery/newbridge-surgery/M92029
UWE Health Centre,BS16 1QY,https://www.nhs.uk/services/gp-surgery/uwe-health-centre/L81075001
Weston Surgery,BA1 3NR,https://www.nhs.uk/services/gp-surgery/weston-surgery/L81644001
Newbridge Surgery,BA1 3PT,https://www.nhs.uk/services/gp-surgery/newbridge-surgery/L81070
Cranbrook Surgery,IG2 6RJ,https://www.nhs.uk/services/gp-surgery/cranbrook-surgery/F86698
The Eastern Avenue Medical Centre,IG2 6RJ,https://www.nhs.uk/services/gp-surgery/the-eastern-avenue-medical-centre/F86083
Kenwood Medical,IG2 6YG,https://www.nhs.uk/services/gp-surgery/kenwood-medical/F86081
The Heathcote Primary Care Centre,IG2 6YG,https://www.nhs.uk/services/gp-surgery/the-heathcote-primary-care-centre/F86624
Whiteparish Surgery,SP5 2SU,https://www.nhs.uk/services/gp-surgery/whiteparish-surgery/J83004
Downton Surgery,SP5 3JP,https://www.nhs.uk/services/gp-surgery/downton-surgery/J83043
Extended Access,WN3 6PR,https://www.nhs.uk/services/gp-surgery/extended-access/Y05088
Wigan Borough Specialist Services,WN3 6PR,https://www.nhs.uk/services/gp-surgery/wigan-borough-specialist-services/Y07697
Longshoot Medical Practice,WN1 3NH,https://www.nhs.uk/services/gp-surgery/longshoot-medical-practice/P92026
Cross Street Surgery,LE12 5LB,https://www.nhs.uk/services/gp-surgery/cross-street-surgery/C82103003
Coalway Road Surgery,WV3 7NA,https://www.nhs.uk/services/gp-surgery/coalway-road-surgery/M92006
Tettenhall Road Medical Practice,WV6 0DD,https://www.nhs.uk/services/gp-surgery/tettenhall-road-medical-practice/M92640
Stoke Gifford Medical Centre,BS34 8UE,https://www.nhs.uk/services/gp-surgery/stoke-gifford-medical-centre/L81118
The Palms Medical Centre,IG2 7NW,https://www.nhs.uk/services/gp-surgery/the-palms-medical-centre/F86009
Ramsbury Surgery,SN8 2QT,https://www.nhs.uk/services/gp-surgery/ramsbury-surgery/J83045
Hungerford Surgery,RG17 0HY,https://www.nhs.uk/services/gp-surgery/hungerford-surgery/K81057
Sullivan Way Surgery,WN1 3TB,https://www.nhs.uk/services/gp-surgery/sullivan-way-surgery/P92011
The Avenue Surgery,WN7 1HR,https://www.nhs.uk/services/gp-surgery/the-avenue-surgery/P92615
Grasmere Surgery,WN7 1HR,https://www.nhs.uk/services/gp-surgery/grasmere-surgery/P92607
Saxena L,WN3 6JN,https://www.nhs.uk/services/gp-surgery/saxena-l/P92038
Lilford & Pennington Park Surgery,WN7 2PE,https://www.nhs.uk/services/gp-surgery/lilford-and-pennington-park-surgery/Y00050
Windermere Health Centre,LA23 2EG,https://www.nhs.uk/services/gp-surgery/windermere-health-centre/A82046
Haverthwaite Branch Surgery,LA12 7QZ,https://www.nhs.uk/services/gp-surgery/haverthwaite-branch-surgery/A82650001
Railway Medical Group,NE24 1HD,https://www.nhs.uk/services/gp-surgery/railway-medical-group/A84009
Railway Medical Group – Blyth Health Centre branch,NE24 1DX,https://www.nhs.uk/services/gp-surgery/railway-medical-group-%E2%80%93-blyth-health-centre-branch/A84009002
Marine Medical Group,NE24 1DX,https://www.nhs.uk/services/gp-surgery/marine-medical-group/A84014
Waterfoot Medical Practice,BB4 7DN,https://www.nhs.uk/services/gp-surgery/waterfoot-medical-practice/P81132
Premier Health Team,WN7 2PE,https://www.nhs.uk/services/gp-surgery/premier-health-team/P92621
Old Henry Street Med Ctr,WN7 2PG,https://www.nhs.uk/services/gp-surgery/old-henry-street-med-ctr/P92007
St. Mary's Surgery,LA23 1BA,https://www.nhs.uk/services/gp-surgery/st-mary-s-surgery/A82070
Railway Medical Group – Newsham branch,NE24 4AW,https://www.nhs.uk/services/gp-surgery/railway-medical-group-%E2%80%93-newsham-branch/A84009001
Brockwell Medical Group,NE23 1XZ,https://www.nhs.uk/services/gp-surgery/brockwell-medical-group/D7I6M
Scots Gap Medical Group,NE61 4EG,https://www.nhs.uk/services/gp-surgery/scots-gap-medical-group/A84042
Dr Ali Guttridge Medical Centre,PR1 6LL,https://www.nhs.uk/services/gp-surgery/dr-ali-guttridge-medical-centre/P81685
Gutteridge Medical Centre,PR1 6LL,https://www.nhs.uk/services/gp-surgery/dr-ali-guttridge-medical-centre/P81685
The Green Wood Practice,RM3 0DR,https://www.nhs.uk/services/gp-surgery/the-green-wood-practice/F82007
Park Lane Surgery,EN10 7NQ,https://www.nhs.uk/services/gp-surgery/park-lane-surgery/E82090
Hill Lane Surgery,SO15 5DD,https://www.nhs.uk/services/gp-surgery/hill-lane-surgery/J82207
The Peartree Practice,SO19 0HS,https://www.nhs.uk/services/gp-surgery/the-peartree-practice/J82101
Solent GP Surgery,SO16 4XE,https://www.nhs.uk/services/gp-surgery/solent-gp-surgery/J82024
Forum Family Practice,NE23 6QN,https://www.nhs.uk/services/gp-surgery/forum-family-practice/A84038
Cramlington Medical Group,NE23 6QN,https://www.nhs.uk/services/gp-surgery/cramlington-medical-group/A84025
Village Medical Group,NE23 6US,https://www.nhs.uk/services/gp-surgery/village-medical-group/A84030
Seaton Sluice Surgery,NE26 4QZ,https://www.nhs.uk/services/gp-surgery/seaton-sluice-surgery/G2T3B
Kingsfold Medical Centre,PR1 9BX,https://www.nhs.uk/services/gp-surgery/kingsfold-medical-centre/P81181
Mandalay Medical Centre,BL1 7LR,https://www.nhs.uk/services/gp-surgery/mandalay-medical-centre/P82023
Fishergate Hill Surgery,PR1 8DN,https://www.nhs.uk/services/gp-surgery/fishergate-hill-surgery/P81169
The Healthcare Centre,PR1 5AF,https://www.nhs.uk/services/gp-surgery/the-healthcare-centre/P81067
UCLAN Medical Centre,PR1 2HE,https://www.nhs.uk/services/gp-surgery/uclan-medical-centre/P81213001
Kings Park Surgery,RM3 0FE,https://www.nhs.uk/services/gp-surgery/kings-park-surgery/Y02973
Harold Wood UTC,RM3 0FE,https://www.nhs.uk/services/gp-surgery/harold-wood-utc/Y03082
Chowdhury,RM3 0PT,https://www.nhs.uk/services/gp-surgery/chowdhury/F82045
Westgate House,SG12 7LP,https://www.nhs.uk/services/gp-surgery/westgate-house/E82092002
The Shirley Health Partnership,SO15 3UA,https://www.nhs.uk/services/gp-surgery/the-shirley-health-partnership/J82088
Brook House Surgery,SO16 4NZ,https://www.nhs.uk/services/gp-surgery/brook-house-surgery/J82213
Atherley House Surgery,SO15 3FH,https://www.nhs.uk/services/gp-surgery/atherley-house-surgery/J82115
St. Mary's Surgery,SO14 1LT,https://www.nhs.uk/services/gp-surgery/st-mary-s-surgery/J82081
Burnley Group Practice - Kiddrow Lane Site,BB12 6LH,https://www.nhs.uk/services/gp-surgery/burnley-group-practice-kiddrow-lane-site/P81020003
Rosegrove Surgery,BB12 6HY,https://www.nhs.uk/services/gp-surgery/rosegrove-surgery/P81197
Sun Lane,CT21 5JY,https://www.nhs.uk/services/gp-surgery/sun-lane/G82018
Lydden Surgery,CT15 7ET,https://www.nhs.uk/services/gp-surgery/lydden-surgery/G82227
Oaklands Health Centre,CT21 6BD,https://www.nhs.uk/services/gp-surgery/oaklands-health-centre/G82160
"Dr Basra, Ampthill Road",MK42 9PU,https://www.nhs.uk/services/gp-surgery/dr-basra-ampthill-road/E81615001
Girton Branch Surgery,CB3 0PA,https://www.nhs.uk/services/gp-surgery/girton-branch-surgery/D81002001
Larksfield and Arlesey Medical Practice Branch,SG15 6SN,https://www.nhs.uk/services/gp-surgery/larksfield-and-arlesey-medical-practice-branch/J7V3T
Dr C M Wilson & Partners-Longsands Medical Centre,PR2 9PS,https://www.nhs.uk/services/gp-surgery/dr-c-m-wilson-and-partners-longsands-medical-centre/P81067001
St. Mary's Health Centre,PR1 0SR,https://www.nhs.uk/services/gp-surgery/st-mary-s-health-centre/P81213
Elvington Surgery,CT15 7QQ,https://www.nhs.uk/services/gp-surgery/elvington-surgery/G82729002
Shepherdswell Surgery,CT15 7QQ,https://www.nhs.uk/services/gp-surgery/shepherdswell-surgery/G82729003
Sellindge Surgery,TN25 6JX,https://www.nhs.uk/services/gp-surgery/sellindge-surgery/G82658
Aylesham Medical Practice,CT3 3BB,https://www.nhs.uk/services/gp-surgery/aylesham-medical-practice/G82211
Priory Medical Centre,MK41 6GA,https://www.nhs.uk/services/gp-surgery/priory-medical-centre/E81049
Queens Park Health Centre,MK40 4HR,https://www.nhs.uk/services/gp-surgery/queens-park-health-centre/E81021
Cater Street Branch Surgery,MK42 8DR,https://www.nhs.uk/services/gp-surgery/cater-street-branch-surgery/B9X0W
Newnham Walk Surgery,CB3 9HS,https://www.nhs.uk/services/gp-surgery/newnham-walk-surgery/D81005
Huntingdon Road Surgery,CB3 0DB,https://www.nhs.uk/services/gp-surgery/huntingdon-road-surgery/D81002
Teldoc - Oakengates,TF2 6JJ,https://www.nhs.uk/services/gp-surgery/teldoc-oakengates/Y01929007
Teldoc - Highfield,TF1 5NX,https://www.nhs.uk/services/gp-surgery/teldoc-highfield/Y01929008
The High Street Surgery,CT16 3LT,https://www.nhs.uk/services/gp-surgery/the-high-street-surgery/G82117001
Buckland Medical Practice,CT16 2NP,https://www.nhs.uk/services/gp-surgery/buckland-medical-practice/G82700
Canterbury Medical Practice,CT4 5BL,https://www.nhs.uk/services/gp-surgery/canterbury-medical-practice/G82228
Riverside Med Practice,SY1 1QJ,https://www.nhs.uk/services/gp-surgery/riverside-med-practice/M82006
Claremont Bank Surgery,SY1 1RL,https://www.nhs.uk/services/gp-surgery/claremont-bank-surgery/M82034
Teldoc - Hadley,TF1 5NG,https://www.nhs.uk/services/gp-surgery/teldoc-hadley/Y01929009
