gp,nhs_url
The Kiltearn Medical Ctr.,https://www.nhs.uk/services/gp-surgery/the-kiltearn-medical-ctr/N81047
Nantwich Health Centre,https://www.nhs.uk/services/gp-surgery/nantwich-health-centre/N81010
Rope Green Medical Centre,https://www.nhs.uk/services/gp-surgery/rope-green-medical-centre/N81084
Arnside Medical Practice,https://www.nhs.uk/services/gp-surgery/arnside-medical-practice/P81029004
Kirkham Health Centre,https://www.nhs.uk/services/gp-surgery/kirkham-health-centre/P81128
Carleton Practice,https://www.nhs.uk/services/gp-surgery/carleton-practice/P81079002
Elm Hayes Surgery,https://www.nhs.uk/services/gp-surgery/elm-hayes-surgery/L81059
Hillcrest Surgery,https://www.nhs.uk/services/gp-surgery/hillcrest-surgery/E85028
Polden Medical Practice,https://www.nhs.uk/services/gp-surgery/polden-medical-practice/L85024
Linden Road Surgery,https://www.nhs.uk/services/gp-surgery/linden-road-surgery/E81060
Cauldwell Medical Centre,https://www.nhs.uk/services/gp-surgery/cauldwell-medical-centre/E81030
Larksfield and Arlesey Medical Practice,https://www.nhs.uk/services/gp-surgery/larksfield-and-arlesey-medical-practice/E81022
The Thorpe Practice,https://www.nhs.uk/services/gp-surgery/the-thorpe-practice/C88647
Norwood Medical Centre,https://www.nhs.uk/services/gp-surgery/norwood-medical-centre/C88014
Hackenthorpe MC,https://www.nhs.uk/services/gp-surgery/hackenthorpe-mc/G1L2T
Fitzalan Surgery,https://www.nhs.uk/services/gp-surgery/fitzalan-surgery/C88036001
Cradley Road Medical Practice,https://www.nhs.uk/services/gp-surgery/cradley-road-medical-practice/M87024002
Hoveton & Wroxham Medical Centre,https://www.nhs.uk/services/gp-surgery/hoveton-and-wroxham-medical-centre/D82025
Falkland Surgery,https://www.nhs.uk/services/gp-surgery/falkland-house-surgery/C88053
The Surgery,https://www.nhs.uk/services/gp-surgery/the-doc-s-surgery/P84683
Earnswood Medical Centre,https://www.nhs.uk/services/gp-surgery/earnswood-medical-centre/N81053
Millcroft Medical Centre,https://www.nhs.uk/services/gp-surgery/millcroft-medical-centre/N81016
Gresty Brook Surgery,https://www.nhs.uk/services/gp-surgery/gresty-brook-surgery/N81068001
Grosvenor Medical Centre,https://www.nhs.uk/services/gp-surgery/grosvenor-medical-centre/P89026
St Fillan's Medical Ctre,https://www.nhs.uk/services/gp-surgery/st-fillan-s-medical-ctre/P81018
St. Mary's Health Centre,https://www.nhs.uk/services/gp-surgery/st-mary-s-health-centre/P81213
Cleveleys Group Practice,https://www.nhs.uk/services/gp-surgery/cleveleys-group-practice/P81073
The Crescent Surgery,https://www.nhs.uk/services/gp-surgery/the-crescent-surgery/P81092
Cameley Surgery,https://www.nhs.uk/services/gp-surgery/cameley-surgery/L81030001
St. Mary's Surgery,https://www.nhs.uk/services/gp-surgery/st-mary-s-medical-centre/P85002
Summervale Surgery,https://www.nhs.uk/services/gp-surgery/summervale-surgery/L85054
Bratton Surgery,https://www.nhs.uk/services/gp-surgery/bratton-surgery/J83040001
The Cranborne Practice,https://www.nhs.uk/services/gp-surgery/the-cranborne-practice/J81058
Ashburnham Road Surgery,https://www.nhs.uk/services/gp-surgery/ashburnham-road-surgery/E81615
Harston Surgery,https://www.nhs.uk/services/gp-surgery/harston-surgery/D81058
Dr Milner & Partners,https://www.nhs.uk/services/gp-surgery/dr-milner-and-partners/C88043001
Tramways and Middlewood Medical Centres,https://www.nhs.uk/services/gp-surgery/tramways-and-middlewood-medical-centres/C88043
Royal Primary Care - Whittington,https://www.nhs.uk/services/gp-surgery/royal-primary-care-whittington/C81045003
Upwell Street Surgery,https://www.nhs.uk/services/gp-surgery/upwell-street-surgery/C88027
Handsworth Medical Practice,https://www.nhs.uk/services/gp-surgery/handsworth-medical-practice/F86004
Extended Access,https://www.nhs.uk/services/gp-surgery/extended-access/Y05088
Wigan Borough Specialist Services,https://www.nhs.uk/services/gp-surgery/wigan-borough-specialist-services/Y07697
Longshoot Medical Practice,https://www.nhs.uk/services/gp-surgery/longshoot-medical-practice/P92026
Swan Medical Group - Liss Surgery,https://www.nhs.uk/services/gp-surgery/swan-medical-group-liss-surgery/L1F7I
Bethesda Medical Centre,https://www.nhs.uk/services/gp-surgery/bethesda-medical-centre/G82105
The Grange Practice,https://www.nhs.uk/services/gp-surgery/the-grange-medical-practice/B85028
East Cliff Medical Practice,https://www.nhs.uk/services/gp-surgery/east-cliff-medical-practice/G82126
Bunbury Medical Practice,https://www.nhs.uk/services/gp-surgery/bunbury-medical-practice/N81006
Sullivan Way Surgery,https://www.nhs.uk/services/gp-surgery/sullivan-way-surgery/P92011
Grasmere Surgery,https://www.nhs.uk/services/gp-surgery/grasmere-surgery/P92607
The Avenue Surgery,https://www.nhs.uk/services/gp-surgery/the-avenue-surgery/P92615
Saxena L,https://www.nhs.uk/services/gp-surgery/saxena-l/P92038
Lilford & Pennington Park Surgery,https://www.nhs.uk/services/gp-surgery/lilford-and-pennington-park-surgery/Y00050
Broadstairs Medical Practice,https://www.nhs.uk/services/gp-surgery/broadstairs-medical-practice/G82796
Ash Surgery,https://www.nhs.uk/services/gp-surgery/the-ash-surgery/N82073
Sandwich Medical Practice,https://www.nhs.uk/services/gp-surgery/sandwich-medical-practice/G82063
Beltinge & Reculver Surgery,https://www.nhs.uk/services/gp-surgery/beltinge-and-reculver-surgery/G82090002
Hersden Surgery,https://www.nhs.uk/services/gp-surgery/hersden-surgery/G82090006
Wingham Surgery,https://www.nhs.uk/services/gp-surgery/wingham-surgery/G82211001
Tadworth Medical Centre,https://www.nhs.uk/services/gp-surgery/tadworth-medical-centre/H81081
Acre Surgery,https://www.nhs.uk/services/gp-surgery/acre-surgery/E86041
Dr Goodman & Partners,https://www.nhs.uk/services/gp-surgery/dr-goodman-and-partners/E86001001
Hatch End Medical Centre,https://www.nhs.uk/services/gp-surgery/hatch-end-medical-centre/E84053
Elliott Hall Medical Ctr.,https://www.nhs.uk/services/gp-surgery/elliott-hall-medical-ctr/E84061
Dr J Greig & Partners,https://www.nhs.uk/services/gp-surgery/dr-j-greig-and-partners/M83079
Dr Do Yates' Practice,https://www.nhs.uk/services/gp-surgery/dr-do-yates-practice/M83108
Dr P Craven's Practice,https://www.nhs.uk/services/gp-surgery/dr-p-craven-s-practice/M83103
Foxleigh Family Surgery,https://www.nhs.uk/services/gp-surgery/foxleigh-family-surgery/P92602
Old Henry Street Med Ctr,https://www.nhs.uk/services/gp-surgery/old-henry-street-med-ctr/P92007
Riverside Medical Practice,https://www.nhs.uk/services/gp-surgery/riverside-medical-centre/P81185
Heathcote Medical Centre,https://www.nhs.uk/services/gp-surgery/heathcote-medical-centre/H81070
Clerklands Surgery,https://www.nhs.uk/services/gp-surgery/clerklands-surgery/H82025001
Leacroft Medical Practice,https://www.nhs.uk/services/gp-surgery/leacroft-medical-practice/H82012
Dr Karia,https://www.nhs.uk/services/gp-surgery/dr-karia/E84658001
Wijeratne Surgery,https://www.nhs.uk/services/gp-surgery/wijeratne-surgery/E84069001
Harefield Practice,https://www.nhs.uk/services/gp-surgery/harefield-practice/E86007
Stanmore Park Surgery,https://www.nhs.uk/services/gp-surgery/stanmore-park-surgery/E84057002
Aspri Medical Centre,https://www.nhs.uk/services/gp-surgery/aspri-medical-centre/E84658
Village Surgery,https://www.nhs.uk/services/gp-surgery/the-village-surgery/P88041
Merepark Medical Centre,https://www.nhs.uk/services/gp-surgery/merepark-medical-centre/N81111
The Cedars Medical Centre,https://www.nhs.uk/services/gp-surgery/the-cedars-medical-centre/N81008
Tean Surgery,https://www.nhs.uk/services/gp-surgery/tean-surgery/M83121
Rode Heath Surgery,https://www.nhs.uk/services/gp-surgery/rode-heath-surgery/N81071001
Baldwins Gate Surgery,https://www.nhs.uk/services/gp-surgery/baldwins-gate-surgery/M83015001
Madeley Practice,https://www.nhs.uk/services/gp-surgery/madeley-practice/M83015
Bartlett Group Practice,https://www.nhs.uk/services/gp-surgery/bartlett-group-practice/H81013
Lightwater Surgery,https://www.nhs.uk/services/gp-surgery/lightwater-surgery/H81130
Heatherside Surgery,https://www.nhs.uk/services/gp-surgery/heatherside-surgery/H81069002
Blyth's Meadow Surgery,https://www.nhs.uk/services/gp-surgery/blyth-s-meadow-surgery/F81683
Great Cornard Surgery,https://www.nhs.uk/services/gp-surgery/great-cornard-surgery/D83060004
Walton Medical Centre,https://www.nhs.uk/services/gp-surgery/walton-medical-centre/N82048
Church Lane Surgery,https://www.nhs.uk/services/gp-surgery/church-lane-surgery/B84011
Thornhill Surgery,https://www.nhs.uk/services/gp-surgery/thornhill-lees-medical-centre/B85606
Peartree Practice - Bitterne Branch,https://www.nhs.uk/services/gp-surgery/peartree-practice-bitterne-branch/J82101001
Bewbush Medical Centre,https://www.nhs.uk/services/gp-surgery/bewbush-medical-centre/H82088
Crouch Oak Family Practice,https://www.nhs.uk/services/gp-surgery/crouch-oak-family-practice/H81042
North Camp Surgery,https://www.nhs.uk/services/gp-surgery/north-camp-surgery/J82630
The Cambridge Practice,https://www.nhs.uk/services/gp-surgery/the-cambridge-practice/J82066
Alexander House Surgery,https://www.nhs.uk/services/gp-surgery/dr-ahmad-and-ptnrs/P92006
Rowan Tree Practice,https://www.nhs.uk/services/gp-surgery/rowan-tree-practice/H81007
Mount Chambers Medical Practice,https://www.nhs.uk/services/gp-surgery/mount-chambers-medical-practice/F81087
Meadow Lane Surgery,https://www.nhs.uk/services/gp-surgery/meadow-lane-surgery/D83060003
Beacon Health Group-Danbury Medical Ctr,https://www.nhs.uk/services/gp-surgery/beacon-health-group-danbury-medical-ctr/F81100
Blandford Medical Centre,https://www.nhs.uk/services/gp-surgery/blandford-medical-centre/F81132
Hardwicke House Group Practice,https://www.nhs.uk/services/gp-surgery/hardwicke-house-group-practice/D83060
Siam Surgery,https://www.nhs.uk/services/gp-surgery/siam-surgery/D83075
Homeless Healthcare Team,https://www.nhs.uk/services/gp-surgery/homeless-healthcare-team/J82217
Victor Street Surgery,https://www.nhs.uk/services/gp-surgery/victor-street-surgery/J82022
Raymond Road Surgery,https://www.nhs.uk/services/gp-surgery/raymond-road-surgery/J82126
Walnut Tree Surgery,https://www.nhs.uk/services/gp-surgery/walnut-tree-surgery/J82605
Nicholstown Surgery,https://www.nhs.uk/services/gp-surgery/nicholstown-surgery/J82024001
Almondsbury Surgery,https://www.nhs.uk/services/gp-surgery/almondsbury-surgery/L81127
Chew Medical Practice,https://www.nhs.uk/services/gp-surgery/chew-medical-practice/L81072
St. Augustines Surgery,https://www.nhs.uk/services/gp-surgery/st-augustines-surgery/L81045
Hungerford Surgery,https://www.nhs.uk/services/gp-surgery/hungerford-surgery/K81057
"York Medical Group, Water Lane",https://www.nhs.uk/services/gp-surgery/york-medical-group-water-lane/B82083006
Rawcliffe Surgery,https://www.nhs.uk/services/gp-surgery/rawcliffe-surgery/B82005003
Jorvik Gillygate Practice,https://www.nhs.uk/services/gp-surgery/jorvik-gillygate-practice/B82098
"Haxby Group Practice, The Old Forge Surgery",https://www.nhs.uk/services/gp-surgery/haxby-group-practice-the-old-forge-surgery/B82026005
Temple House Practice,https://www.nhs.uk/services/gp-surgery/temple-house-practice/L81064
"The Till Orchard Surgery, High Street",https://www.nhs.uk/services/gp-surgery/the-till-orchard-surgery-high-street/J83019003
"York Medical Group, York St John University ",https://www.nhs.uk/services/gp-surgery/york-medical-group-york-st-john-university/B82083001
Unity Health - Wenlock Terrace,https://www.nhs.uk/services/gp-surgery/unity-health-wenlock-terrace/B82047003
"York Medical Group, Monkgate",https://www.nhs.uk/services/gp-surgery/york-medical-group-monkgate/B82083002
WONFORD GREEN SURGERY,https://www.nhs.uk/services/gp-surgery/wonford-green-surgery/L83655
Budleigh Salterton Medical Practice,https://www.nhs.uk/services/gp-surgery/budleigh-salterton-medical-practice/L83011
Clevedon Medical Centre,https://www.nhs.uk/services/gp-surgery/clevedon-medical-centre/L81040
The Orchard Partnership,https://www.nhs.uk/services/gp-surgery/orchard-medical-practice/P87627
Foxhayes Practice,https://www.nhs.uk/services/gp-surgery/foxhayes-practice/Y00568
Southernhay House Surgery,https://www.nhs.uk/services/gp-surgery/southernhay-house-surgery/L83058
BARNFIELD HILL SURGERY,https://www.nhs.uk/services/gp-surgery/barnfield-hill-surgery/L83024
St Leonards Practice,https://www.nhs.uk/services/gp-surgery/st-leonards-practice/L83042
Exwick Health Centre,https://www.nhs.uk/services/gp-surgery/exwick-health-centre/L83016001
Kingsfold Medical Centre,https://www.nhs.uk/services/gp-surgery/kingsfold-medical-centre/P81181
Mandalay Medical Centre,https://www.nhs.uk/services/gp-surgery/mandalay-medical-centre/P82023
Hillmeads Medical Centre,https://www.nhs.uk/services/gp-surgery/hillmeads-medical-centre/M85136001
Kings Norton Surgery,https://www.nhs.uk/services/gp-surgery/kings-norton-surgery/M85600
The Weaverham Surgery,https://www.nhs.uk/services/gp-surgery/the-weaverham-surgery/N81051
Oakwood Medical Centre,https://www.nhs.uk/services/gp-surgery/oakwood-medical-centre/N81067
Brookside Surgery,https://www.nhs.uk/services/gp-surgery/brookside-surgery/N81030001
Firdale Medical Centre,https://www.nhs.uk/services/gp-surgery/firdale-medical-centre/N81025
Berkeley Place Surgery,https://www.nhs.uk/services/gp-surgery/berkeley-place-surgery/L84030
Hawthorn Medical Centre,https://www.nhs.uk/services/gp-surgery/hawthorn-mc/Y02890
The Up Hatherley Surgery,https://www.nhs.uk/services/gp-surgery/the-up-hatherley-surgery/L84033002
Overton Park Surgery,https://www.nhs.uk/services/gp-surgery/overton-park-surgery/L84041
Heavitree Practice,https://www.nhs.uk/services/gp-surgery/heavitree-practice/L83077
South Lawn Medical Practice,https://www.nhs.uk/services/gp-surgery/south-lawn-medical-practice/L83084
Clock Tower Surgery,https://www.nhs.uk/services/gp-surgery/clock-tower-surgery/L83673
Watling Street Surgery,https://www.nhs.uk/services/gp-surgery/watling-street-surgery/N81055
Danebridge Medical Centre,https://www.nhs.uk/services/gp-surgery/danebridge-medical-centre/N81087
Murdishaw,https://www.nhs.uk/services/gp-surgery/murdishaw/N81072
Kingsmead Medical Centre,https://www.nhs.uk/services/gp-surgery/kingsmead-medical-centre/N81087002
Witton Street Surgery,https://www.nhs.uk/services/gp-surgery/witton-street-surgery/N81061
Stretton Medical Centre,https://www.nhs.uk/services/gp-surgery/stretton-medical-centre/N81623
Yorkleigh Surgery(CT),https://www.nhs.uk/services/gp-surgery/yorkleigh-surgery-ct/L84022
Frithwood Surgery,https://www.nhs.uk/services/gp-surgery/frithwood-surgery/L84016
The Park Medical Centre,https://www.nhs.uk/services/gp-surgery/the-park-medical-centre/P84045
Ridge Green Medical Practice,https://www.nhs.uk/services/gp-surgery/ridge-green-medical-practice/J83064
St. Catherine's Surgery,https://www.nhs.uk/services/gp-surgery/st-catherine-s-surgery/N85020
St. George's Surgery,https://www.nhs.uk/services/gp-surgery/st-georges-surgery/P81058
Woodland Road Surgery,https://www.nhs.uk/services/gp-surgery/woodland-road-surgery/M85047
Druids Heath Surgery,https://www.nhs.uk/services/gp-surgery/druids-heath-surgery/M85136
Wychall Lane Surgery,https://www.nhs.uk/services/gp-surgery/wychall-lane-surgery/M85071
Broadmeadow Health Centre (MMP South),https://www.nhs.uk/services/gp-surgery/broadmeadow-health-centre-mmp-south/M85063005
Abbey Medical Centre,https://www.nhs.uk/services/gp-surgery/abbey-medical-centre/F82625
Market Street Health Group,https://www.nhs.uk/services/gp-surgery/market-street-medical-practice/P89029
Eltham Medical Practice (Well Hall Road),https://www.nhs.uk/services/gp-surgery/eltham-medical-practice-well-hall-road/G83680001
Eltham Medical Practice (Westmount Road),https://www.nhs.uk/services/gp-surgery/eltham-medical-practice-westmount-road/E1P0X
Girton Branch Surgery,https://www.nhs.uk/services/gp-surgery/girton-branch-surgery/D81002001
BMC@Werrington,https://www.nhs.uk/services/gp-surgery/bmc@werrington/D81026001
Firs House Surgery,https://www.nhs.uk/services/gp-surgery/firs-house-surgery/D81028
Riverside Practice,https://www.nhs.uk/services/gp-surgery/riverside-family-practice/P81780
Keynell Covert,https://www.nhs.uk/services/gp-surgery/keynell-covert/M85142
Campus Medical Centre,https://www.nhs.uk/services/gp-surgery/campus-medical-centre/G83673003
Victoria Medical Centre,https://www.nhs.uk/services/gp-surgery/victoria-medical-centre-pms-practice/C85033
The Green House Surgery,https://www.nhs.uk/services/gp-surgery/the-green-house-surgery/A81052
Bexley Medical Group HPS,https://www.nhs.uk/services/gp-surgery/bexley-medical-group-hps/G83053001
Halbutt Street Surgery,https://www.nhs.uk/services/gp-surgery/halbutt-street-surgery/F82001
Wansford and Kingscliffe Practice - Novavax Covid19 Trial,https://www.nhs.uk/services/gp-surgery/wansford-and-kingscliffe-practice-novavax-covid19-trial/U7R7U
Wansford,https://www.nhs.uk/services/gp-surgery/wansford/K83017
Cornerstone Practice,https://www.nhs.uk/services/gp-surgery/cornerstone-family-practice/P84041
Mercheford House,https://www.nhs.uk/services/gp-surgery/mercheford-house/D81064
Priory Medical Centre,https://www.nhs.uk/services/gp-surgery/priory-medical-centre/N82011
Dudley Wood Surgery,https://www.nhs.uk/services/gp-surgery/dudley-wood-surgery/Y02212
Hawne Lane Surgery (Dr Thorns),https://www.nhs.uk/services/gp-surgery/hawne-lane-surgery-dr-thorns/M87020001
